iter	RMSE
597	34.43821411
598	34.42279643
599	34.404824
600	34.38826144
601	34.36673707
602	34.36036903
603	34.33855798
604	34.31642795
605	34.30404585
606	34.28837951
607	34.25875053
608	34.24597883
609	34.23578354
610	34.1994289
611	34.18191616
612	34.16855091
613	34.15750483
614	34.14596774
615	34.12892737
616	34.09379814
617	34.08789525
618	34.07721666
619	34.06571603
620	34.05209226
621	34.0235862
622	34.00704675
623	33.99553336
624	33.98583294
625	33.96702618
626	33.94890072
627	33.91594237
628	33.89868406
629	33.89029808
630	33.8848683
631	33.86861355
632	33.8620426
633	33.84833691
634	33.82539285
635	33.81289086
636	33.79307079
637	33.7816451
638	33.7492619
639	33.73046203
640	33.72317187
641	33.70369811
642	33.67968007
643	33.6656208
644	33.63653405
645	33.6239712
646	33.60320247
647	33.58618288
648	33.57067193
649	33.55535951
650	33.53625504
651	33.52689779
652	33.51012066
653	33.49835057
654	33.48376233
655	33.47908086
656	33.46275373
657	33.44669382
658	33.43795975
659	33.41987839
660	33.3981449
661	33.39070977
662	33.37982836
663	33.36997456
664	33.35788377
665	33.34778031
666	33.33581199
667	33.32105304
668	33.29132596
669	33.28278123
670	33.27297161
671	33.25809685
672	33.24043169
673	33.20593462
674	33.19923208
675	33.1815151
676	33.17333334
677	33.16625935
678	33.14709609
679	33.13581641
680	33.12644219
681	33.11215852
682	33.08893568
683	33.08232398
684	33.06606018
685	33.05292352
686	33.04463881
687	33.02738706
688	33.00961457
689	32.9987233
690	32.9882146
691	32.97487166
692	32.95946231
693	32.94408694
694	32.90787179
695	32.89120493
696	32.88285568
697	32.87492897
698	32.86292562
699	32.84958558
700	32.83192547
701	32.81984901
702	32.81246667
703	32.79799299
704	32.77285711
705	32.74873757
706	32.73678517
707	32.72851254
708	32.70750365
709	32.69465572
710	32.67771152
711	32.66491341
712	32.65094823
713	32.64081269
714	32.626298
715	32.6034751
716	32.58661093
717	32.57909266
718	32.55954476
719	32.55012171
720	32.52513089
721	32.51406823
722	32.49437742
723	32.48577063
724	32.45308916
725	32.4429866
726	32.42805587
727	32.41763819
728	32.40165076
729	32.38648864
730	32.38146827
731	32.37148014
732	32.35656993
733	32.35238475
734	32.33093365
735	32.30004192
736	32.29035606
737	32.28580526
738	32.27605715
739	32.26146558
740	32.25759522
741	32.24106293
742	32.22944208
743	32.22057997
744	32.20551305
745	32.1937339
746	32.17317443
747	32.16349625
748	32.14832788
749	32.13881402
750	32.12659076
751	32.11364948
752	32.10989737
753	32.09796021
754	32.09335569
755	32.08898043
756	32.07112705
757	32.06269724
758	32.05853191
759	32.04060032
760	32.03258326
761	32.0292113
762	32.01543683
763	31.98829267
764	31.97911536
765	31.97493441
766	31.97095859
767	31.95888606
768	31.94443023
769	31.9316917
770	31.913599
771	31.88958568
772	31.87250511
773	31.86111666
774	31.84289659
775	31.83343126
776	31.82037975
777	31.80618795
778	31.79003609
779	31.77138426
780	31.75218014
781	31.7393385
782	31.72303038
783	31.71892757
784	31.70353913
785	31.69506321
786	31.68454594
787	31.67229241
788	31.66617457
789	31.65235861
790	31.64149975
791	31.63760551
792	31.63296393
793	31.61438202
794	31.60381899
795	31.59377416
796	31.57620398
797	31.55189572
798	31.54484759
799	31.531267
800	31.52278879
801	31.50854013
802	31.50229223
803	31.48023409
804	31.47153614
805	31.46969381
806	31.45702379
807	31.44177095
808	31.39872865
809	31.39057198
810	31.38703452
811	31.37238637
812	31.35767686
813	31.34480871
814	31.33063556
815	31.30852584
816	31.30153913
817	31.29816719
818	31.29062895
819	31.2754635
820	31.26271886
821	31.25949219
822	31.24835602
823	31.23742957
824	31.23323832
825	31.22169696
826	31.21370329
827	31.1983455
828	31.18325789
829	31.17652781
830	31.16676
831	31.15518913
832	31.1443267
833	31.13490727
834	31.12402553
835	31.1135394
836	31.10335358
837	31.09492037
838	31.08536773
839	31.07830581
840	31.07210828
841	31.05715336
842	31.04914932
843	31.02996422
844	31.01506044
845	31.00894271
846	31.00193973
847	30.99416858
848	30.9811227
849	30.97629241
850	30.96276908
851	30.95547157
852	30.94499438
853	30.91964781
854	30.91432497
855	30.89807702
856	30.88648341
857	30.88049234
858	30.87381679
859	30.86092556
860	30.85261139
861	30.83942135
862	30.83186537
863	30.81860738
864	30.80988288
865	30.80521284
866	30.79392711
867	30.78145836
868	30.77131687
869	30.76326964
870	30.75620801
871	30.71876383
872	30.70228497
873	30.68956862
874	30.67595689
875	30.6720144
876	30.6605471
877	30.65042215
878	30.64625416
879	30.6425464
880	30.63399441
881	30.61951204
882	30.59871503
883	30.59008203
884	30.57801332
885	30.56617671
886	30.55930118
887	30.55200439
888	30.53917135
889	30.53038574
890	30.51931956
891	30.50734398
892	30.48980682
893	30.48352222
894	30.471245
895	30.44663033
896	30.44015235
897	30.43280251
898	30.41914133
899	30.41253158
900	30.40257532
901	30.39719714
902	30.38801219
903	30.37612433
904	30.36783418
905	30.36068726
906	30.35471127
907	30.34219042
908	30.33216157
909	30.32593625
910	30.31390531
911	30.2922495
912	30.27999879
913	30.27201731
914	30.26698789
915	30.25964384
916	30.25005501
917	30.2439835
918	30.23652738
919	30.2310547
920	30.22374226
921	30.21354469
922	30.20501311
923	30.20227711
924	30.1987323
925	30.18341227
926	30.16347204
927	30.15459339
928	30.14411961
929	30.13917243
930	30.13233272
931	30.12972621
932	30.1195123
933	30.11007537
934	30.10127148
935	30.09013374
936	30.0724144
937	30.06525752
938	30.0572116
939	30.04890299
940	30.03640169
941	30.03143971
942	30.02440918
943	30.01746776
944	30.00915124
945	29.99449612
946	29.99111812
947	29.98453272
948	29.97533835
949	29.96099334
950	29.95526675
951	29.93681489
952	29.92648763
953	29.91367246
954	29.90761877
955	29.8930261
956	29.88992113
957	29.88545028
958	29.86606166
959	29.85873921
960	29.85184897
961	29.84520139
962	29.83382076
963	29.82659066
964	29.81736823
965	29.81189284
966	29.79656475
967	29.78827653
968	29.78231829
969	29.77496885
970	29.76261117
971	29.75575233
972	29.74586019
973	29.72874157
974	29.71605278
975	29.70850111
976	29.70204355
977	29.68626941
978	29.67704885
979	29.66678494
980	29.66125841
981	29.64338134
982	29.63458803
983	29.62340864
984	29.60458315
985	29.59470847
986	29.5910982
987	29.58034076
988	29.57436666
989	29.56000494
990	29.55272295
991	29.54572735
992	29.53626273
993	29.53014601
994	29.52518907
995	29.51602476
996	29.49505461
997	29.48824956
998	29.48078956
999	29.47446547
